RawDataKey,UserID,SessionID,SessionAccountType,ProductName,PaymentCardType,DeviceTypes,SessionStartTime,SessionEndTime,SessionDurationMinutes,SessionVolumeUpAmount,SessionVolumeDownAmount,FlightID,Airline,FlightDurationType,TailNumber,AircraftType,OriginIATA,DestinationIATA,DepartureTimeUTC,LandingTimeUTC,DepartureTimeLocal,LandingTimeLocal,FlightDurationHrs,AntennaType,Orig_Country,Orig_Region,TotalUsageMB,WiFiUsers,SeatCount,TotalPassengers,NightFlight,FlightType,Category,Airline_Region,AC Frame,Routes,Price/USD,IFE,eXTV,eXPhone,OneMedia,Service_count,Dest_Country,Dest_Region,JackSeatCount,Economy_pct,BusPassPercent,luxury
4033098,479614,6d331c9d69e9ec905fa6a8e2ca39cddd,CreditCard,3h,VISA,"tablet,mobile",2018-07-19 15:32:15,2018-07-19 18:32:11,180,17.65,149.44,4609551,WJA,Medium-Haul,C-FNWD,737-MAX8,YVR,YYZ,2018-07-19 15:20:00,2018-07-19 19:27:00,2018-07-19 07:20:00,2018-07-19 14:27:00,4.12,DPA-02,Canada,Americas,167.09,18.0,6.0,4.5198,Normal,Domestic,Browsing,Americas,NB,CYVR-CYYZ,6.9223,0.0,0.0,0.0,1.0,2.0,Canada,Americas,174,93,20.949999999999996,0.0
