UserID,SessionCount
2426,65
25202,65
3816,65
3860,65
39778,65
40699,65
45244,65
46744,65
47328,65
47458,65
5905,65
60948,65
6222,65
63790,65
6437,65
65103,65
65237,65
6597,65
66615,65
77265,65
77868,65
8981,65
90309,65
97553,65
13734,64
14152,64
15679,64
17174,64
17565,64
18347,64
183529,64
185503,64
18853,64
19522,64
206005,64
2281,64
262520,64
2747,64
288012,64
3221,64
330195,64
35051,64
36223,64
38236,64
40370,64
40700,64
42103,64
4239,64
43289,64
4344,64
5522,64
56326,64
5779,64
60083,64
61469,64
62840,64
65166,64
68998,64
6961,64
71110,64
71527,64
7253,64
7284,64
73990,64
77396,64
8233,64
84648,64
8505,64
99018,64
10175,63
112191,63
112555,63
11259,63
1181,63
12045,63
12284,63
14930,63
15453,63
161180,63
16197,63
16358,63
1673,63
17352,63
17377,63
193120,63
1944,63
19751,63
20739,63
22329,63
22480,63
261,63
26105,63
27724,63
2900,63
307,63
30724,63
32276,63
3465,63
37934,63
38625,63
39285,63
41222,63
4590,63
46122,63
4950,63
52433,63
5369,63
57200,63
60815,63
61647,63
61803,63
61993,63
65797,63
66834,63
69079,63
71717,63
73733,63
7431,63
77882,63
780,63
78816,63
8171,63
92084,63
9595,63
9680,63
1003,62
110,62
11424,62
11493,62
116101,62
1180,62
11948,62
1355,62
16698,62
17891,62
17897,62
179787,62
18237,62
195,62
19764,62
216,62
2203,62
24502,62
24521,62
27065,62
2778,62
33145,62
36758,62
40568,62
41567,62
54538,62
608075,62
61521,62
65439,62
68974,62
69103,62
69234,62
693,62
71199,62
72075,62
73596,62
74989,62
76518,62
78661,62
80890,62
8260,62
85485,62
9046,62
9313,62
952,62
1040,61
10720,61
11227,61
11302,61
118531,61
12255,61
122984,61
12607,61
12950,61
13167,61
15459,61
16798,61
1708,61
18221,61
19648,61
211134,61
223842,61
23465,61
24422,61
25267,61
28728,61
28864,61
28932,61
28989,61
31238,61
3439,61
35983,61
36255,61
3875,61
46345,61
46667,61
4879,61
49692,61
50150,61
5372,61
56723,61
5776,61
5978,61
61708,61
62292,61
62348,61
62602,61
63578,61
647,61
6540,61
66389,61
6943,61
70099,61
7150,61
72492,61
84347,61
8951,61
9986,61
102629,60
1052,60
106314,60
108612,60
111258,60
115280,60
117185,60
118592,60
129746,60
130150,60
13039,60
13238,60
14738,60
15128,60
15763,60
16190,60
16362,60
170002,60
17514,60
180984,60
1882,60
18949,60
1994,60
22789,60
27226,60
2728,60
2857,60
31449,60
32235,60
3317,60
33461,60
34422,60
37412,60
41098,60
41185,60
45027,60
45548,60
47630,60
49810,60
5201,60
52213,60
52861,60
56330,60
57414,60
6000,60
60469,60
62069,60
636824,60
63785,60
64909,60
67055,60
68234,60
72360,60
7442,60
7838,60
80455,60
83971,60
8603,60
91939,60
104151,59
116192,59
12705,59
13141,59
13760,59
153,59
15301,59
15429,59
176642,59
18394,59
1945,59
20700,59
2102,59
2148,59
215869,59
22117,59
2660,59
26966,59
30565,59
30580,59
31054,59
31200,59
32415,59
35841,59
37427,59
38187,59
38210,59
39267,59
4044,59
41573,59
4192,59
42422,59
43149,59
44367,59
46258,59
48701,59
4949,59
5030,59
52471,59
52651,59
53774,59
5490,59
5597,59
5832,59
611,59
61637,59
61723,59
62194,59
62345,59
65455,59
66095,59
69267,59
70090,59
71701,59
72904,59
76250,59
7866,59
8132,59
8142,59
84010,59
9033,59
96796,59
103602,58
105955,58
107181,58
13253,58
13284,58
14216,58
14381,58
14643,58
14820,58
14830,58
168514,58
1704,58
17154,58
1777,58
17793,58
18152,58
18555,58
18624,58
21405,58
22548,58
2261,58
2294,58
232108,58
2392,58
24786,58
2703,58
29760,58
30482,58
31027,58
323157,58
35558,58
383001,58
38850,58
40836,58
4150,58
43099,58
4662,58
46900,58
47445,58
47815,58
48891,58
48953,58
49682,58
49756,58
5024,58
5295,58
55470,58
56828,58
5783,58
5853,58
59787,58
60056,58
61704,58
6297,58
63173,58
64166,58
65566,58
67376,58
69415,58
7018,58
70437,58
710,58
71558,58
716,58
72801,58
73724,58
8434,58
93398,58
9844,58
107895,57
10795,57
109,57
112813,57
11318,57
117188,57
11835,57
12333,57
1272,57
13147,57
13470,57
13595,57
13765,57
14608,57
15775,57
176582,57
17838,57
180206,57
18843,57
1905,57
20286,57
2041,57
210171,57
21769,57
2195,57
23805,57
25060,57
26949,57
28343,57
28720,57
29755,57
34213,57
37178,57
3782,57
3958,57
40201,57
40688,57
41274,57
41421,57
42141,57
43316,57
43898,57
44841,57
45008,57
45044,57
53786,57
573628,57
59560,57
609,57
61949,57
61969,57
62727,57
62786,57
63011,57
63489,57
63657,57
6479,57
6548,57
66280,57
67165,57
6743,57
67628,57
70363,57
72236,57
73179,57
8486,57
86131,57
9032,57
9263,57
9409,57
9510,57
97925,57
98392,57
98964,57
102555,56
107099,56
11115,56
114006,56
11635,56
13431,56
13849,56
13972,56
14032,56
1413,56
141383,56
14140,56
15440,56
160,56
1684,56
17363,56
176045,56
176584,56
18704,56
19012,56
1915,56
19168,56
19509,56
20139,56
20381,56
21103,56
21216,56
236044,56
23733,56
24956,56
257098,56
26064,56
265878,56
27063,56
2775,56
28113,56
28739,56
2904,56
33114,56
3524,56
36909,56
3729,56
3944,56
40054,56
40554,56
42793,56
46182,56
46282,56
46295,56
4650,56
47731,56
49949,56
50299,56
53530,56
53740,56
53910,56
5596,56
57083,56
5864,56
59223,56
61463,56
61684,56
62043,56
62574,56
62766,56
63649,56
64173,56
66542,56
69945,56
72049,56
7234,56
73565,56
75470,56
75610,56
76794,56
7716,56
7736,56
86586,56
99806,56
10351,55
10421,55
10783,55
109930,55
1111,55
12194,55
13307,55
13579,55
14194,55
14260,55
15321,55
15916,55
172586,55
17378,55
175348,55
176149,55
176750,55
177523,55
18055,55
18697,55
19067,55
19313,55
20197,55
20838,55
2097,55
22266,55
22564,55
23835,55
256843,55
26260,55
2692,55
27117,55
28335,55
3208,55
33801,55
35160,55
3527,55
36557,55
37300,55
38524,55
3858,55
41715,55
41728,55
43137,55
43240,55
44373,55
49578,55
49986,55
5172,55
52190,55
52814,55
5301,55
53150,55
55063,55
5903,55
5937,55
61467,55
653,55
65785,55
6605,55
69811,55
69898,55
7441,55
76279,55
7635,55
77372,55
7822,55
8013,55
8170,55
87835,55
8962,55
9144,55
9512,55
9658,55
102755,54
1047,54
105406,54
109987,54
11520,54
11668,54
119725,54
12062,54
12386,54
12542,54
126647,54
12735,54
128097,54
13549,54
13737,54
1528,54
1552,54
159154,54
16221,54
16563,54
175082,54
178227,54
18166,54
19110,54
19143,54
19401,54
19544,54
19902,54
2001,54
2003,54
21145,54
227861,54
23590,54
23707,54
23967,54
25594,54
25899,54
260,54
26364,54
2644,54
30248,54
30304,54
3075,54
33885,54
34598,54
35710,54
36186,54
36225,54
36844,54
39169,54
40602,54
43526,54
44647,54
496003,54
5290,54
54073,54
54282,54
5649,54
56538,54
5918,54
60320,54
63085,54
64021,54
65318,54
65416,54
672,54
67576,54
67738,54
72445,54
7501,54
76070,54
77152,54
7946,54
80744,54
81774,54
82451,54
88427,54
9240,54
92977,54
96037,54
966,54
9714,54
10077,53
101144,53
103319,53
104661,53
106457,53
10989,53
111637,53
1128,53
1145,53
11561,53
121530,53
12203,53
13019,53
139782,53
14272,53
15825,53
16784,53
17583,53
178081,53
17960,53
17979,53
18002,53
18010,53
18240,53
18877,53
19916,53
204306,53
206601,53
21180,53
213574,53
2164,53
22110,53
22380,53
22387,53
23295,53
25430,53
2586,53
25870,53
26252,53
2735,53
28923,53
29051,53
29264,53
29869,53
30364,53
310,53
322,53
37256,53
3784,53
40020,53
41946,53
43205,53
4474,53
4524,53
46619,53
47515,53
48899,53
50279,53
52108,53
528,53
54168,53
5444,53
5650,53
5664,53
58516,53
59687,53
60019,53
62726,53
65828,53
6610,53
6650,53
67138,53
6721,53
67230,53
68056,53
68799,53
70342,53
70394,53
70902,53
73347,53
77305,53
80543,53
8255,53
832,53
83456,53
84150,53
92981,53
10829,52
11819,52
1182,52
11947,52
122225,52
13295,52
137503,52
13991,52
1470,52
15136,52
15359,52
154249,52
15470,52
155099,52
16002,52
17065,52
17598,52
176119,52
176402,52
176993,52
179466,52
184905,52
206295,52
21227,52
2211,52
22690,52
22929,52
23710,52
24346,52
24726,52
25272,52
25667,52
26991,52
29516,52
31732,52
323,52
33731,52
34190,52
34671,52
34736,52
34808,52
35204,52
37374,52
41326,52
41744,52
42819,52
42824,52
43744,52
4669,52
46983,52
47180,52
47469,52
47507,52
47691,52
52520,52
52750,52
53234,52
545380,52
54910,52
56937,52
59308,52
6005,52
60251,52
62018,52
63176,52
63388,52
63793,52
6411,52
66703,52
68541,52
69489,52
69644,52
69810,52
71148,52
72205,52
7231,52
72679,52
74835,52
76098,52
76519,52
7691,52
7928,52
79731,52
79899,52
79969,52
8343,52
84257,52
8631,52
89099,52
8922,52
90159,52
93583,52
94278,52
94874,52
97485,52
993,52
100525,51
10144,51
101501,51
10274,51
103,51
104569,51
105762,51
1147,51
11800,51
119601,51
119911,51
12673,51
12728,51
130913,51
1348,51
150776,51
15560,51
16262,51
17235,51
175847,51
176186,51
18758,51
188512,51
19908,51
20313,51
21582,51
21741,51
2180,51
21858,51
22613,51
24203,51
252439,51
257308,51
25802,51
270679,51
27669,51
27890,51
27905,51
28059,51
28181,51
28463,51
2847,51
28833,51
3293,51
33606,51
37273,51
37879,51
38604,51
39930,51
41163,51
41844,51
42243,51
43060,51
44200,51
45000,51
46192,51
49145,51
49252,51
49254,51
51105,51
51582,51
52838,51
54336,51
5483,51
5625,51
56679,51
58511,51
586,51
58662,51
59073,51
61242,51
64409,51
65768,51
68279,51
703,51
70717,51
7126,51
72379,51
726,51
73360,51
75348,51
7969,51
8151,51
84910,51
85630,51
87453,51
88883,51
88987,51
9012,51
9388,51
94692,51
969,51
10054,50
10074,50
10320,50
1060,50
107061,50
112211,50
11255,50
114682,50
11595,50
11778,50
1232,50
12497,50
12762,50
13522,50
13747,50
14613,50
14799,50
15143,50
1625,50
16699,50
173028,50
17331,50
17476,50
17490,50
17540,50
177310,50
180456,50
182920,50
18444,50
20047,50
20198,50
20841,50
21662,50
22273,50
22645,50
22851,50
25112,50
2597,50
26095,50
27148,50
27246,50
2753,50
28388,50
2894,50
2911,50
29366,50
30142,50
30146,50
30499,50
31915,50
325,50
3271,50
32979,50
33077,50
34476,50
3498,50
36428,50
37550,50
3884,50
38944,50
39624,50
40064,50
40437,50
41462,50
41892,50
41896,50
42227,50
42327,50
4343,50
4386,50
45751,50
4649,50
46652,50
46780,50
47427,50
48997,50
50014,50
53554,50
550,50
55504,50
58934,50
60156,50
6079,50
6228,50
62923,50
63378,50
63845,50
63913,50
64569,50
6775,50
68906,50
69630,50
69955,50
72636,50
82408,50
83287,50
83542,50
842,50
8559,50
8589,50
85961,50
88362,50
9172,50
92155,50
924,50
9266,50
9325,50
93833,50
9420,50
1038,49
104366,49
104603,49
106374,49
111308,49
111519,49
11601,49
11634,49
12614,49
12619,49
12741,49
1330,49
13335,49
14101,49
1454,49
14621,49
14992,49
16086,49
173563,49
176163,49
17642,49
177216,49
177316,49
180325,49
187621,49
18986,49
19090,49
19771,49
19932,49
20141,49
20666,49
213403,49
22431,49
22611,49
22947,49
23104,49
2324,49
24043,49
24370,49
248808,49
253820,49
2657,49
27351,49
2872,49
28888,49
293122,49
29523,49
3095,49
31197,49
32859,49
338,49
34441,49
34452,49
346648,49
35660,49
3574,49
36795,49
37140,49
37453,49
39207,49
41904,49
41935,49
42104,49
42869,49
4456,49
44740,49
46212,49
46648,49
47286,49
5206,49
53241,49
536,49
54651,49
55762,49
55838,49
57204,49
57849,49
59000,49
6073,49
61827,49
63466,49
63486,49
63855,49
63904,49
63912,49
64539,49
65092,49
65660,49
659,49
669945,49
67954,49
68978,49
69581,49
70340,49
70800,49
73500,49
73686,49
74882,49
7664,49
77381,49
80287,49
8045,49
81748,49
84011,49
8625,49
86253,49
87264,49
87428,49
89965,49
9400,49
94438,49
95540,49
95793,49
101195,48
1035,48
104870,48
11144,48
111720,48
11245,48
114399,48
117999,48
12036,48
121474,48
12181,48
123885,48
12536,48
12556,48
131047,48
13220,48
14514,48
146169,48
153543,48
15398,48
1562,48
16012,48
16833,48
17443,48
19860,48
198642,48
20326,48
207278,48
20890,48
209320,48
21300,48
21760,48
2218,48
22541,48
2299,48
2466,48
25952,48
260383,48
26262,48
27996,48
28650,48
3053,48
30794,48
31970,48
32268,48
32815,48
33599,48
3553,48
35729,48
36360,48
37704,48
37987,48
38797,48
39821,48
40055,48
40256,48
41046,48
41086,48
41312,48
4248,48
44531,48
44599,48
46145,48
46304,48
46916,48
46981,48
47056,48
47607,48
49171,48
50945,48
51775,48
51863,48
53926,48
5463,48
5501,48
56491,48
60057,48
6156,48
6193,48
6214,48
62610,48
63089,48
63171,48
64952,48
65718,48
65982,48
6857,48
69061,48
69325,48
70014,48
70562,48
72868,48
7348,48
74365,48
75153,48
75528,48
76887,48
78083,48
7895,48
8051,48
82860,48
85561,48
87507,48
88036,48
90230,48
907,48
91587,48
96211,48
9651,48
9827,48
101249,47
103594,47
105210,47
10684,47
107335,47
108798,47
11343,47
11522,47
115418,47
11607,47
1164,47
11974,47
121394,47
12180,47
122650,47
125100,47
13166,47
133102,47
134059,47
13656,47
14298,47
14316,47
14390,47
14872,47
1492,47
15663,47
1613,47
16455,47
16703,47
16912,47
17692,47
177106,47
177818,47
178962,47
179250,47
18471,47
18716,47
18916,47
18940,47
20307,47
20623,47
20685,47
20819,47
21020,47
21364,47
21473,47
21795,47
2245,47
22566,47
22879,47
229501,47
23109,47
23422,47
23739,47
2398,47
253729,47
25402,47
25924,47
26127,47
27405,47
27787,47
2802,47
2905,47
29570,47
29803,47
31429,47
31718,47
33219,47
33329,47
33586,47
38004,47
38816,47
39164,47
39484,47
39546,47
4027,47
40416,47
4213,47
42449,47
42713,47
43948,47
44397,47
44493,47
47227,47
49071,47
49624,47
5017,47
5163,47
54768,47
57602,47
58618,47
60535,47
62074,47
62307,47
62813,47
62927,47
64019,47
64339,47
65302,47
65338,47
65399,47
6636,47
66772,47
683,47
68413,47
68827,47
6913,47
69225,47
71507,47
72,47
73006,47
73705,47
74735,47
75992,47
76538,47
77366,47
7749,47
77893,47
7889,47
79,47
80094,47
80313,47
80859,47
81161,47
81567,47
82268,47
83727,47
8590,47
86831,47
87008,47
8796,47
89954,47
91519,47
94104,47
94615,47
96496,47
97344,47
98979,47
101762,46
102139,46
103618,46
103903,46
106462,46
1082,46
110640,46
1169,46
1170,46
11824,46
121506,46
1231,46
12425,46
12518,46
129509,46
13202,46
14362,46
14402,46
14445,46
14574,46
14636,46
147667,46
14770,46
14778,46
15805,46
16071,46
16536,46
16598,46
17304,46
17341,46
17419,46
176319,46
178180,46
181813,46
18279,46
18620,46
19670,46
19796,46
19839,46
19972,46
20177,46
20347,46
20625,46
21048,46
21325,46
22300,46
2296,46
25073,46
25389,46
26298,46
270215,46
296326,46
31051,46
310798,46
31302,46
32070,46
32275,46
32508,46
33325,46
34016,46
3512,46
35298,46
3586,46
36007,46
36644,46
368379,46
37220,46
38135,46
38671,46
3881,46
39616,46
39728,46
4059,46
41518,46
41710,46
42005,46
42079,46
42496,46
42522,46
4300,46
43206,46
43521,46
43858,46
43986,46
44286,46
45602,46
47178,46
47198,46
47273,46
4939,46
49602,46
53262,46
5521,46
55390,46
55569,46
5619,46
56870,46
5701,46
57472,46
5757,46
58268,46
58290,46
58442,46
61011,46
61393,46
6164,46
6185,46
6282,46
62841,46
62881,46
63254,46
63345,46
63377,46
6384,46
64976,46
64990,46
65279,46
65757,46
66192,46
66326,46
67015,46
6786,46
6831,46
69414,46
69629,46
71564,46
7245,46
72770,46
7344,46
74764,46
75195,46
75378,46
75447,46
75476,46
75592,46
75876,46
76641,46
77953,46
78288,46
79439,46
79609,46
79745,46
81622,46
81779,46
8291,46
84001,46
8457,46
87060,46
87246,46
88758,46
8900,46
8987,46
9072,46
9136,46
9139,46
91450,46
9381,46
9487,46
96119,46
100531,45
10091,45
103086,45
10609,45
10811,45
108206,45
108231,45
108508,45
11076,45
110994,45
11374,45
115082,45
116494,45
118035,45
119197,45
120532,45
12342,45
125735,45
13117,45
13333,45
13483,45
13530,45
137906,45
14204,45
14456,45
14663,45
15322,45
153578,45
15383,45
15541,45
15706,45
16220,45
16577,45
16637,45
16837,45
16843,45
169755,45
17032,45
17098,45
17284,45
17382,45
177227,45
17969,45
1812,45
181732,45
182674,45
1855,45
187094,45
18857,45
19074,45
191639,45
19220,45
19535,45
19775,45
1981,45
19937,45
20272,45
20351,45
20379,45
20435,45
20498,45
21104,45
21277,45
21419,45
21464,45
22863,45
23432,45
23490,45
23961,45
25071,45
25305,45
26321,45
27029,45
27615,45
276855,45
28107,45
28477,45
28654,45
29056,45
29882,45
31128,45
3147,45
31527,45
334610,45
35106,45
35791,45
36174,45
36317,45
36416,45
36606,45
37326,45
37787,45
38437,45
39978,45
4060,45
40770,45
41013,45
41187,45
41219,45
42041,45
42469,45
43566,45
45026,45
45495,45
46205,45
47089,45
4795,45
48462,45
48729,45
5052,45
50589,45
50998,45
52623,45
52659,45
52661,45
5279,45
55068,45
55610,45
56140,45
56441,45
565,45
5670,45
5681,45
5860,45
59275,45
5958,45
6064,45
60879,45
6152,45
61967,45
62912,45
6294,45
62945,45
6323,45
63575,45
6380,45
63931,45
65806,45
66014,45
67878,45
68419,45
69091,45
6910,45
69314,45
71081,45
71133,45
71317,45
732,45
7520,45
75296,45
75301,45
75916,45
763,45
82368,45
8321,45
85345,45
85374,45
8578,45
92361,45
9271,45
93902,45
101246,44
103252,44
104100,44
104530,44
104764,44
10867,44
109672,44
1101,44
112877,44
113443,44
114347,44
11496,44
115640,44
11565,44
1201,44
12102,44
122035,44
12309,44
12538,44
12800,44
13014,44
13129,44
131637,44
13273,44
13670,44
137879,44
141098,44
142177,44
142727,44
1478,44
15142,44
15411,44
15526,44
15912,44
15969,44
16058,44
16179,44
166039,44
16747,44
16780,44
17312,44
17410,44
17608,44
176483,44
176512,44
17853,44
179646,44
18079,44
180976,44
18181,44
183370,44
18413,44
1892,44
1910,44
19224,44
19238,44
204929,44
20730,44
208746,44
21508,44
21560,44
22085,44
22315,44
227828,44
23317,44
23414,44
2448,44
24573,44
256585,44
2610,44
26139,44
26331,44
26608,44
27670,44
27765,44
277922,44
2832,44
28597,44
2928,44
2975,44
30520,44
30763,44
31640,44
32550,44
32626,44
33348,44
3355,44
34148,44
34273,44
34712,44
3500,44
35657,44
36694,44
36852,44
3686,44
37290,44
37399,44
3759,44
37684,44
3846,44
38799,44
39791,44
